CID,BDATE,GEN
12075,1949-12-24,Male
12076,1955-02-22,Female
12077,1956-03-17,Female
12078,1950-08-18,Male
12079,1956-10-09,Male
12080,1951-12-07,Female
12081,1957-06-01,Female
12082,1952-04-10,Female
12083,1951-08-28,Female
12084,1953-02-03,Male
12085,1953-06-23,Male
12086,1953-02-09,Female
12087,1958-07-10,Male
12088,1953-01-18,Female
12089,1958-10-20,Male
12090,1954-01-02,Female
12091,1959-11-09,Male
12092,1953-08-08,Male
12093,1954-05-08,Male
12094,1954-03-19,Female
12095,1953-08-24,Male
12096,1953-08-26,Female
12097,1955-05-13,Male
12098,1955-04-24,Female
12099,1955-05-18,Female
12100,1954-10-22,Male
12101,1954-10-22,Male
12102,1954-12-02,Male
12103,1960-10-08,Female
12104,1960-01-08,Female
12105,1954-11-13,Female
12106,1955-12-06,Male
12107,1961-08-11,Male
12108,1961-02-19,Male
12109,1955-09-17,Female
12110,1955-08-03,Female
12111,1956-02-01,Female
12112,1955-12-07,Female
12113,1968-02-16,Male
12114,1957-05-06,Male
12115,1956-08-07,Female
12116,1956-08-21,Female
12117,1957-01-30,Male
12118,1967-07-23,Female
12119,1956-11-28,Male
12120,1958-01-08,Male
12121,1958-03-25,Male
12122,1958-06-17,Female
12123,2065-12-12,Male
12124,1962-08-08,Female
12125,1962-07-12,Female
12126,1963-05-18,Female
12127,1962-06-13,Female
12128,1967-12-13,Female
12129,1962-03-21,Female
12130,1962-02-09,Female
12131,1961-04-15,Male
12132,1961-05-18,Female
12133,1961-06-24,Female
12134,1966-09-19,Male
12135,1962-10-09,Male
12136,1938-05-08,Male
12137,1938-05-04,Male
12138,1939-05-26,Male
12139,1944-03-11,Male
12140,1970-09-08,Male
12141,1976-09-16,Female
12142,1981-07-02,Female
12143,1971-05-13,Male
12144,1971-05-10,Female
12145,1976-09-30, 
12146,1971-01-11,Male
12147,1970-06-27,F
12148,1970-06-05,F
12149,1975-06-21,Female
12150,1975-08-09,Male
12151,1969-11-09,Male
12152,1975-03-23,Male
12153,1962-03-15,Female
12154,1967-07-21,Female
12155,1967-10-12,Female
12156,1939-07-12,Female
12157,1940-03-21,Male
12158,1979-10-18,Male
12159,1974-11-10,Female
12160,1969-05-23,Female
12161,1974-03-04,Female
12162,1974-12-16,Male
12163,1969-03-04,Male
12164,1974-04-09,Male
12165,1967-12-10,Male
12166,1984-03-06,Male
12167,1968-03-20,Male
12168,1966-08-09,Male
12169,1972-11-12,Female
12170,1972-01-04,Female
12171,1972-01-31,Female
12172,1972-03-01,Male
12173,1967-03-12,Male
12174,1966-11-04,Male
12175,1966-09-09,Male
12176,1966-11-12,Male
12177,1960-09-23,Male
12178,1959-11-08,Male
12179,1941-04-08,Female
12180,1942-03-17,Female
12181,1942-02-18,Female
12182,1966-06-06,Female
12183,1966-04-25,Female
12184,1966-06-07,Male
12185,1966-01-24,Female
12186,1971-05-09,Male
12187,1966-01-19,Male
12188,9999-11-20,Female
12189,1971-02-15,Female
12190,1966-06-16,Male
12191,1965-04-06,Female
12192,1960-05-25,Female
12193,1959-08-04,Male
12194,1959-01-14,Female
12195,1970-05-20,Female
12196,1959-03-07,Female
12197,1958-07-15,Male
12198,1958-08-14,Male
12199,1957-11-05,Female
12200,1943-01-20,Male
12201,1944-02-03,Female
12202,1943-11-22,Male
12203,1943-09-03,Male
12204,1943-08-02,Male
12205,1944-03-31,Female
12206,1944-10-09,Female
12207,1945-12-18,Male
12208,1945-08-18,Female
12209,1945-12-24,Female
12210,1984-03-24,Male
12211,1985-02-23,Male
12212,1974-11-16,Female
12213,1974-01-29,Male
12214,1968-03-19,Female
12215,1968-06-12,Female
12216,1967-09-30,Male
12217,1966-12-31,Male
12218,1967-05-26,Male
12219,1977-10-08,Male
12220,1966-07-16,Female
12221,1966-07-09,Female
12222,1966-09-17,Female
12223,1966-08-19,Female
12224,1941-03-17,Male
12225,1964-05-01,Female
12226,1968-04-06,Female
12227,1963-02-08,Female
12228,1963-02-23,Female
12229,1962-05-17,Female
12230,1961-08-11,Male
12231,1960-09-15,Female
12232,1960-10-11,Male
12233,1960-11-05,Male
12234,1959-08-25,Male
12235,1949-05-22,Female
12236,1946-12-04,Female
12237,1952-05-07,Female
12238,1952-07-24,Female
12239,1947-11-29,Male
12240,1986-06-03,Male
12241,1985-05-05,Female
12242,1984-08-03,Male
12243,1985-11-15,Female
12244,1986-05-22,Female
12245,1984-05-25,Male
12246,1985-04-10,Male
12247,1985-04-16,Female
12248,9999-09-11,Male
12249,1984-03-15,Male
12250,1982-10-06,Female
12251,1982-10-07,Male
12252,1983-03-31,Male
12253,1982-08-14,Female
12254,1948-08-25,Male
12255,1978-01-30,Female
12256,1972-10-19,Female
12257,1966-10-04,Male
12258,1967-03-27,Female
12259,1972-04-12,Female
12260,1972-05-01,Female
12261,1966-04-25,Female
12262,1965-11-19,Female
12263,1965-09-12,Male
12264,1976-08-16,Male
12265,1964-12-30,Male
12266,1970-03-13,Female
12267,1963-11-07,Male
12268,1963-10-30,Male
12269,1971-06-10,Male
12270,1966-03-09,Female
12271,1965-03-15,Male
12272,1965-06-08,Male
12273,1964-04-12,Male
12274,1976-03-25,Male
12275,1981-06-07,Female
12276,1976-01-10,Female
12277,1974-10-20,Female
12278,1974-07-06,Female
12279,1975-12-19,Male
12280,1981-06-04,Female
12281,1981-04-19,Female
12282,1981-01-03,Male
12283,1980-08-06,Male
12284,1980-09-28,Female
12285,1975-05-28,Female
12286,1975-03-06,Male
12287,1957-06-30,Male
12288,1984-09-17,Female
12289,1984-09-16,Male
12290,1973-10-23,Female
12291,1949-10-17,Male
12292,1955-03-21,Male
12293,1949-11-14,Female
12294,1950-05-31,Male
12295,1956-03-17,Male
12296,1961-08-11,Male
12297,1950-07-08,Female
12298,1950-11-18,Female
12299,1950-12-08,Male
12300,1952-01-15,Female
12301,1952-06-03,Female
12302,1951-08-30,Male
12303,1951-10-14,Female
12304,1957-06-01,Male
12305,1960-01-03,Male
12306,1958-12-04,Male
12307,1960-05-12,Male
12308,1970-10-19,Female
12309,1960-04-03,Male
12310,1960-01-08,Female
12311,1965-06-15,Male
12312,1970-05-06,Male
12313,1958-12-03,Male
12314,1959-03-20,Female
12315,1959-03-19,Female
12316,1964-11-21,Male
12317,1959-03-24,Male
12318,1958-10-31,Female
12319,1958-01-08,Female
12320,1963-06-14,Female
12321,1956-08-14,Female
12322,1957-01-29,Female
12323,1962-01-11,Male
12324,1956-08-26,Male
12325,1956-09-14,Female
12326,1956-08-02,Male
12327,1961-01-14,Male
12328,1955-09-15,Male
12329,1956-04-21,Female
12330,1954-12-19,Male
12331,1954-01-14,Female
12332,1954-02-07,Male
12333,1954-05-18,Male
12334,1959-08-17,Male
12335,1959-02-19,Male
12336,1953-01-05,Male
12337,1981-04-07,Male
12338,1982-01-05,Female
12339,1982-01-05,Male
12340,1982-05-05,Female
12341,1982-03-09,Female
12342,1980-09-05,Female
12343,1979-12-02,Female
12344,1980-11-29,Female
12345,1980-12-24,Female
12346,1980-11-18,Male
12347,1980-08-20,Female
12348,1979-08-24,Male
12349,1980-01-23,Female
12350,1984-02-22,Male
12351,1984-09-28,Female
12352,1978-09-02,Male
12353,1984-10-16,Male
12354,1984-08-03,Male
12355,1984-03-19,Female
12356,1977-02-18,Female
12357,1982-04-03,Female
12358,1975-08-26,Female
12359,1975-08-19,Female
12360,1977-01-22,Male
12361,1982-03-28,Female
12362,1952-07-02,Male
12363,1947-06-24,Female
12364,1947-04-27,Female
12365,1953-02-08,Male
12366,1948-01-07,Female
12367,1979-02-19,Female
12368,1978-12-20,Male
12369,1969-04-04,Male
12370,1968-12-24,Male
12371,1968-08-13,Female
12372,1969-03-17,Male
12373,1985-08-02,Male
12374,1985-09-25,Female
12375,1985-08-23,Male
12376,1985-09-29,Female
12377,1985-09-11,Male
12378,1985-02-16,Female
12379,1984-02-16,Female
12380,1979-09-04,Male
12381,1985-02-13,Male
12382,1983-11-08,Female
12383,1978-10-18,Male
12384,1979-03-31,Female
12385,1978-09-24,Female
12386,1977-10-06,Female
12387,1983-12-24,Female
12388,1978-01-16,Female
12389,1978-01-03,Male
12390,1983-09-14,Female
12391,1983-02-20,Female
12392,1977-01-22,Female
12393,1977-01-12,Female
12394,1982-03-09,Female
12395,1982-04-21,Male
12396,1976-10-11,Female
12397,1975-09-11,Male
12398,1977-01-08,Female
12399,1977-03-11,Male
12400,1977-05-11,Male
12401,1982-05-05,Female
12402,1976-09-11,Male
12403,1976-12-15,Male
12404,1982-08-06,Female
12405,1976-03-18,Male
12406,1975-07-22,Male
12407,1981-08-23,Male
12408,1975-08-05,Male
12409,1980-09-19,Female
12410,1981-06-04,Female
12411,1981-03-31,Male
12412,1936-04-18,Female
12413,1977-03-03,Male
12414,1971-12-19,Male
12415,1972-05-01,Female
12416,1983-02-07,Female
12417,1977-11-21,Female
12418,1959-04-23,Male
12419,1958-12-03,Female
12420,1959-02-17,Male
12421,1964-03-08,Male
12422,1959-04-22,Female
12423,1970-10-19,Female
12424,1965-09-20,Female
12425,1959-09-02,Male
12426,1960-03-22,Male
12427,1959-08-08,Female
12428,1960-08-06,Male
12429,1961-05-26,Male
12430,1960-09-28,Female
12431,1960-09-17,Male
12432,1961-01-21,Male
12433,1966-07-16,Male
12434,1960-09-05,Male
12435,1961-04-08,Female
12436,1960-12-15,Male
12437,1971-12-09,Male
12438,1966-10-15,Female
12439,1961-11-23,Female
12440,1962-04-11,Male
12441,1963-05-21,Male
12442,1963-02-01,Female
12443,1962-11-19,Male
12444,1962-10-20,Female
12445,1962-09-24,Male
12446,1963-01-31,Female
12447,1963-04-23,Male
12448,1974-11-13,Female
12449,1963-09-06,Male
12450,1964-03-22,Male
12451,1964-02-07,Female
12452,1964-05-23,Male
12453,1963-11-07,Female
12454,1964-08-29,Male
12455,1964-10-07,Male
12456,1965-02-12,Male
12457,1965-03-01,Female
12458,1973-11-24,Female
12459,1974-03-13,Female
12460,1974-05-23,Female
12461,1979-02-24,Female
12462,1973-12-09,Male
12463,1974-05-23,Male
12464,1973-04-13,Male
12465,1978-02-19,Female
12466,1972-10-23,Male
12467,1983-10-01,Female
12468,1978-10-21,Male
12469,1972-02-18,Male
12470,1971-08-06,Female
12471,1972-11-10,Female
12472,1977-09-05,Male
12473,1972-05-14,Male
12474,1977-12-18,Female
12475,1970-09-22,Male
12476,1981-08-02,Male
12477,1971-06-22,Female
12478,1970-08-17,Male
12479,1970-11-09,Female
12480,1980-10-10,Female
12481,1970-03-07,Male
12482,1969-09-03,Male
12483,1969-10-02,Female
12484,1975-03-31,Female
12485,1975-03-22,Female
12486,1980-08-05,Female
12487,1975-04-03,Male
12488,1968-11-08,Male
12489,1977-10-21,Male
12490,1972-01-25,Female
12491,1971-08-06,Male
12492,1972-03-03,Female
12493,1970-12-21,Male
12494,1975-08-15,Female
12495,1969-09-12,Male
12496,1980-07-18,Female
12497,1969-03-21,Female
12498,1979-10-14,Male
12499,1984-02-01,Female
12500,1984-08-12,Female
12501,1985-03-12,Male
12502,1985-05-17,Male
12503,1985-02-16,Female
12504,1968-08-19,Male
12505,1968-08-02,Male
12506,1968-12-29,Male
12507,1973-09-22,Male
12508,1968-01-29,Female
12509,1967-08-19,Male
12510,1968-05-19,Male
12511,1983-09-14,Male
12512,1983-11-19,Female
12513,1983-09-17,Male
12514,1983-06-08,Female
12515,1982-12-01,Female
12516,1982-11-24,Female
12517,1983-02-22,Female
12518,1983-03-27,Female
12519,1983-06-16,Male
12520,1982-05-25,Male
12521,1980-07-11,Female
12522,1982-03-07,Female
12523,1982-06-02,Male
12524,1980-07-23,Female
12525,1980-10-25,Female
12526,1986-05-15,Female
12527,1965-05-23,Male
12528,1964-08-29,Male
12529,1965-04-09,Male
12530,1977-11-23,Female
12531,1977-12-31,Female
12532,1978-09-06,Male
12533,1946-05-07,Male
12534,1967-12-13,Female
12535,1973-02-14,Male
12536,1966-12-15,Male
12537,1972-03-14,Male
12538,1967-02-18,Female
12539,1940-11-22,Male
12540,1942-03-06,Male
12541,1968-04-02,Male
12542,1967-12-25,Male
12543,1963-07-20,Male
12544,1963-09-24,Male
12545,1968-02-29,Male
12546,1962-05-16,Male
12547,1978-10-21,Male
12548,1960-08-06,Female
12549,1960-08-06,Female
12550,1960-04-01,Male
12551,1948-11-29,Male
12552,1944-03-11,Male
12553,1944-03-22,Female
12554,1943-08-30,Male
12555,1944-08-01,Male
12556,1945-02-08,Male
12557,1945-12-22,Male
12558,1946-03-07,Female
12559,1946-05-01,Male
12560,1945-06-30,Female
12561,1947-01-16,Female
12562,1947-06-10,Female
12563,1946-10-09,Male
12564,1946-09-06,Male
12565,1947-12-31,Female
12566,1947-10-31,Male
12567,1953-02-14,Female
12568,1947-12-14,Female
12569,1947-09-16,Female
12570,1985-11-13,Male
12571,1985-11-16,Female
12572,1985-11-24,Female
12573,1985-08-22,Male
12574,1985-08-10,Male
12575,1985-03-11,Female
12576,1984-09-10,Male
12577,1985-02-16,Male
12578,1985-08-27,Male
12579,1984-03-09,Female
12580,1984-03-07,Male
12581,1983-09-08,Female
12582,1982-09-22,Female
12583,1982-02-04,Male
12584,1982-01-01,Female
12585,1984-12-21,Male
12586,1984-10-21,Female
12587,1984-02-17,Male
12588,1983-01-22,Female
12589,1982-11-14,Male
12590,1948-11-23,Male
12591,1972-04-17,Female
12592,1967-01-17,Female
12593,1966-10-31,Male
12594,1966-08-16,Female
12595,1966-12-17,Male
12596,1966-07-14,Male
12597,1965-11-30,Male
12598,1965-08-01,Female
12599,1970-12-07,Female
12600,1963-10-01,Male
12601,1971-08-10,Male
12602,1966-04-25,Male
12603,1971-02-15,Male
12604,1976-09-11,Male
12605,1977-01-30,Female
12606,1965-10-18,Male
12607,1966-03-22,Female
12608,1970-11-05,Male
12609,1965-03-19,Female
12610,1964-03-05,Female
12611,1981-04-07,Male
12612,1974-12-04,Male
12613,1981-08-30,Male
12614,1975-12-12,Male
12615,1985-08-16,Male
12616,1980-10-08,Female
12617,1975-04-04,Male
12618,1974-12-21,Female
12619,1975-02-04,Female
12620,1974-10-15,Male
12621,1980-12-08,Male
12622,1974-10-08,Male
12623,1958-01-15,Male
12624,1958-04-01,Female
12625,1957-12-24,Female
12626,1956-10-30,Female
12627,1978-12-31,Female
12628,1979-11-01,Male
12629,1979-12-23,Male
12630,1960-03-21,Male
12631,1949-11-14,Male
12632,1961-02-11,Female
12633,1950-08-09,Male
12634,1951-03-13,Male
12635,1957-09-21,Male
12636,1952-01-31,Female
12637,1951-08-30,Male
12638,1964-12-30,Male
12639,1959-01-09,Male
12640,1964-11-18,Male
12641,1959-09-02,Male
12642,1965-04-09,Male
12643,1959-01-21,Female
12644,1958-12-01,Female
12645,1964-05-03,Female
12646,1958-01-08,Male
12647,1963-09-23,Female
12648,1957-09-07,Female
12649,1957-06-08,Male
12650,1955-09-03,Male
12651,1955-12-14,Male
12652,1956-02-06,Female
12653,1955-07-25,Female
12654,1956-05-26,Female
12655,1954-08-20,Male
12656,1960-09-01,Male
12657,1954-12-04,Female
12658,1960-01-08,Female
12659,1953-09-14,Male
12660,1953-04-17,Female
12661,1953-02-18,Female
12662,1952-11-21,Male
12663,1952-12-21,Female
12664,1952-07-02,Female
12665,1981-04-03,Female
12666,1981-02-16,Male
12667,1982-05-22,Female
12668,1981-10-24,Female
12669,1981-09-01,Male
12670,1981-01-17,Female
12671,1979-08-11,Male
12672,1981-05-06,Male
12673,1981-02-24,Male
12674,1981-01-23,Male
12675,1984-10-01,Female
12676,1979-12-26,Female
12677,1980-05-04,Male
12678,1980-04-08,Female
12679,1979-05-10,Female
12680,1977-12-30,Male
12681,1977-09-05,Female
12682,1978-12-12,Female
12683,1978-08-01,Female
12684,1978-11-20,Male
12685,1977-09-19,Female
12686,1978-04-17,Female
12687,1977-10-18,Male
12688,1978-02-01,Female
12689,1978-04-04,Female
12690,1978-03-12,Male
12691,1977-08-08,Male
12692,1977-01-22,Male
12693,1976-07-08,Female
12694,1983-01-07,Male
12695,1976-08-01,Female
12696,1982-03-13,Female
12697,1975-12-22,Female
12698,1981-05-10,Male
12699,1975-09-15,Female
12700,1976-09-16,Female
12701,1982-10-14,Male
12702,1977-03-06,Female
12703,1976-12-17,Female
12704,1976-10-13,Female
12705,1980-08-06,Male
12706,1980-01-10,Male
12707,1947-03-28,Male
12708,1952-04-21,Female
12709,1946-07-14,Male
12710,1946-12-17,Male
12711,1978-10-18,Female
12712,1979-02-14,Male
12713,1978-12-07,Female
12714,1979-01-14,Female
12715,1969-01-14,Male
12716,1979-09-13,Male
12717,1979-12-05,Female
12718,1980-05-13,Female
12719,1985-11-30,Female
12720,1980-05-01,Male
12721,1979-07-14,Female
12722,1985-08-11,Female
12723,1986-05-13,Male
12724,1985-07-23,Male
12725,1916-02-10,Female
12726,1985-08-18,Male
12727,1985-10-10,Female
12728,1984-12-23,Male
12729,1984-11-12,Male
12730,1984-04-14,Female
12731,1984-09-10,Male
12732,1977-08-20,Male
12733,1977-08-26,Female
12734,1978-04-02,Female
12735,1983-10-16,Male
12736,1978-01-23,Female
12737,1978-07-19,Male
12738,1978-12-14,Female
12739,1979-06-11,Male
12740,1978-05-27,Female
12741,1977-08-02,Male
12742,1978-05-22,Female
12743,1978-06-18,Male
12744,1978-05-27,Female
12745,1977-12-11,Male
12746,1976-10-15,Male
12747,1982-10-29,Female
12748,1977-02-07,Female
12749,1976-08-29,Male
12750,1976-02-08,Female
12751,1976-06-10,Female
12752,1976-05-17,Male
12753,1976-11-16,Male
12754,1981-06-16,Female
12755,1981-03-31,Female
12756,1980-12-23,Male
12757,1980-06-18,Female
12758,1935-07-11,Female
12759,1937-01-10,Female
12760,1971-07-26,Female
12761,1971-09-01,Female
12762,1964-12-16,Male
12763,1969-08-01,Female
12764,1964-08-13,Female
12765,1959-11-17,Female
12766,1971-02-08,Female
12767,1960-05-02,Male
12768,1959-11-23,Male
12769,1960-09-17,Male
12770,1966-09-19,Male
12771,1966-10-18,Female
12772,1960-10-22,Female
12773,1961-05-08,Female
12774,1971-09-18,Female
12775,1972-03-03,Male
12776,1960-07-17,Male
12777,1961-11-19,Male
12778,1961-10-06,Female
12779,1962-01-31,Male
12780,1967-03-19,Male
12781,1961-12-26,Female
12782,1978-03-12,Female
12783,1961-10-06,Male
12784,1961-09-04,Male
12785,1967-03-19,Male
12786,1961-08-31,Male
12787,1967-10-18,Female
12788,1962-12-26,Female
12789,1962-10-22,Female
12790,1964-04-03,Male
12791,1975-03-23,Female
12792,1963-09-18,Male
12793,1969-04-13,Male
12794,1965-04-06,Female
12795,1964-10-09,Male
12796,1964-09-04,Male
12797,1965-02-19,Male
12798,1973-07-13,Male
12799,1984-12-09,Male
12800,1973-09-18,Female
12801,1973-07-04,Female
12802,1973-10-16,Male
12803,1973-09-15,Female
12804,1973-12-02,Female
12805,1973-12-11,Male
12806,1973-09-15,Male
12807,1974-02-01,Female
12808,1973-11-08,Male
12809,1973-03-21,Female
12810,1932-01-25,Male
12811,1978-04-16,Male
12812,1973-02-17,Female
12813,1973-05-07,Male
12814,1983-10-04,Female
12815,1972-12-23,Female
12816,1977-06-20,Female
12817,1971-08-09,Male
12818,1971-08-18,Male
12819,1977-04-19,Male
12820,1971-08-09,Male
12821,1978-06-11,Male
12822,1978-05-20,Female
12823,1933-05-16,Female
12824,1971-11-03,Male
12825,1971-07-20,Male
12826,1971-01-04,Male
12827,1971-01-12,Male
12828,1975-06-01,Female
12829,1970-01-11,Male
12830,1970-06-23,Male
12831,1975-01-12,Female
12832,1969-10-19,Male
12833,1975-01-13,Female
12834,1975-03-10,Female
12835,1969-03-21,Male
12836,1968-08-30,Male
12837,1939-03-27,Female
12838,1971-11-08,Male
12839,1971-12-16,Female
12840,1945-08-08,Female
12841,1976-08-20,Female
12842,1981-08-30,Male
12843,1971-01-30,Female
12844,1970-09-25,Male
12845,1976-11-24,Female
12846,1970-01-03,Female
12847,1970-01-14,Male
12848,1970-05-02,Female
12849,1974-02-22,Male
12850,1982-12-04,Male
12851,1985-03-25,Female
12852,1984-08-03,Female
12853,1969-02-21,Female
12854,1968-11-19,Male
12855,1968-08-02,Male
12856,1979-10-01,Female
12857,1969-02-13,Male
12858,1967-10-19,Female
12859,1968-02-14,Female
12860,1973-03-21,Female
12861,1973-03-21,Female
12862,1983-08-11,Female
12863,1984-02-22,Male
12864,1983-10-31,Female
12865,1981-09-21,Female
12866,1980-12-15,Female
12867,1981-01-16,Female
12868,1980-11-09,Female
12869,1981-09-22,Female
12870,1982-03-19,Male
12871,1982-04-05,Female
12872,1980-11-07,Female
12873,1980-03-17,Female
12874,1980-03-04,Female
12875,1964-11-11,Female
12876,1965-01-18,Male
12877,1964-11-01,Male
12878,1978-03-14,Male
12879,1983-07-13,Male
12880,1979-03-11,Male
12881,1979-05-14,Female
12882,1978-09-24,Male
12883,1977-05-05,Female
12884,1976-11-08,Female
12885,1982-08-11,Male
12886,1982-10-30,Female
12887,1976-08-12,Male
12888,1982-10-05,Female
12889,1977-05-26,Male
12890,1977-01-15,Male
12891,1976-10-13,Female
12892,1977-10-08,Male
12893,1977-10-02,Female
12894,1978-02-04,Female
12895,1975-10-04,Female
12896,1981-07-12,Female
12897,1975-07-06,Female
12898,1976-03-08,Female
12899,1976-01-08,Female
12900,1975-12-03,Male
12901,1974-08-12,Male
12902,1974-10-20,Female
12903,1980-09-28,Female
12904,1980-02-16,Male
12905,1975-03-10,Female
12906,1977-02-15,Male
12907,1977-05-22,Female
12908,1976-09-08,Male
12909,1982-05-21,Female
12910,1976-08-04,Male
12911,1986-04-21,Male
12912,1973-09-22,Female
12913,1979-02-19,Male
12914,1983-10-05,Female
12915,1972-09-16,Female
12916,1981-05-19,Female
12917,1975-08-30,Female
12918,1981-02-09,Female
12919,1973-01-06,Male
12920,1973-03-12,Female
12921,1971-12-31,Male
12922,1982-09-09,Female
12923,1972-02-18,Male
12924,1972-04-07,Male
12925,1977-08-09,Female
12926,1972-01-15,Female
12927,1971-12-11,Female
12928,1975-05-10,Female
12929,1974-09-02,Female
12930,1974-11-13,Female
12931,1975-04-04,Female
12932,1975-05-10,Male
12933,1980-02-07,Male
12934,1980-11-08,Male
12935,1980-04-30,Male
12936,1970-09-24,Female
12937,1976-01-01,Female
12938,1970-08-08,Male
12939,1970-09-30,Male
12940,1970-09-21,Male
12941,1976-05-06,Female
12942,1976-11-11,Female
12943,1970-08-17,Male
12944,1971-01-18,Male
12945,1970-09-21,Female
12946,1971-06-03,Male
12947,1969-08-16,Male
12948,1975-09-29,Male
12949,1970-06-18,Female
12950,1970-04-14,Female
12951,1974-12-02,Male
12952,1979-12-12,Female
12953,1969-05-11,Female
12954,1968-02-19,Male
12955,1968-03-09,Female
